player_name,mmr,player_teams,matches,reliable_mmr,stratz_mmr,rank_confidence
Kulaid,4660.76,"['Hobbit Hole', 'Prius PickUps', 'Blink Squad']",68,True,4700.0,0.68
Rada,4655.18,"['Pizzadog Academy', 'Disinformation Campaign']",37,True,4600.0,0.37
Tavanushi,4646.78,"['Slugpups', 'Pizzadog Academy']",33,True,4200.0,0.33
rZ | oXy,4627.67,"['Petting Zoo Daddies', 'Petting zoo retards']",20,True,4400.0,0.2
Snapped,4619.77,['Lemon Snow Cones'],77,True,5000.0,0.77
Bad Das,4584.3,['Derailed Gaming'],28,True,4300.0,0.28
VeX,4582.96,"['Teens Love Huge Clocks', 'Soulless', 'Brain Damage']",22,True,4100.0,0.22
Foxx,4577.54,"['LoveLess', 'Nether Knights', 'Pizzadog Academy', 'Quasar Dreams', 'Grin.Nova', 'Soulless']",36,True,4200.0,0.36
tar,4553.83,['Lemon Snow Cones'],79,True,5200.0,0.79
JanKed,4524.92,['Lemon Snow Cones'],77,True,4600.0,0.77
Noy,4522.36,['GENSYS '],38,True,4200.0,0.38
DistantEcho,4507.64,"['Lemon Snow Cones', 'The Mittens']",73,True,4500.0,0.73
Sailor Godzilla,4501.63,"['Slugpups', 'Asphalt Annihilators', 'Reverse Smurfs', 'Dually Truck Dumpster-Fire', 'Dually Truck Chicken Cartel', 'Ancient Assault Squad', 'Vitamin Beesports', 'Killer Beesports']",51,True,4300.0,0.51
Ro914,4493.77,"['Nether Knights', 'Tactical Feeding', 'LoveLess']",34,True,4100.0,0.34
LeBrao Zedong,4455.83,['Crime Time'],27,True,3600.0,0.27
驼鹿,4395.75,"['Prius PickUps', 'Vitamin Beesports']",34,True,4300.0,0.34
Who Got Smoke,4323.46,"['Quasar Dreams', 'Grin.Nova']",26,True,3500.0,0.26
Darkk,4289.94,"['Team Blunder', 'Dually Truck Dumpster-Fire', 'The Bathtub Club']",49,True,3600.0,0.49
Lams,4239.13,"['LoveLess', 'Good Time Squad', 'Blink Squad']",20,True,4200.0,0.2
t.tv/SlashBDS,4144.38,"['Asphalt Annihilators', 'Quasar Dreams']",32,True,3500.0,0.32
No_Hezi,4006.05,['GENSYS '],38,False,3377.777777777778,0.38
PhantomJellybean,3925.05,"['Golf Wrensday?', 'Golf Tuesday Reborn?', 'Golf Tuesday?']",39,True,3500.0,0.39
TARS,3828.16,['Disciples of Synderen'],34,True,3300.0,0.34
jphuffman55,3827.69,['The Three Meepo Problem'],33,True,3100.0,0.33
ChngGaling!,3801.91,['GENSYS '],20,False,3377.777777777778,0.2
TwelveSeven,3784.54,"['Reverse Smurfs', 'Ancient Assault Squad', 'Blink Squad', 'Dually Pubstars']",46,True,3400.0,0.46
1335 6th Avenue NY,3710.69,['Pizzadog Academy'],26,True,3400.0,0.26
lost,3631.03,"['Good Time Squad', 'Blink Squad', 'Force Squad', 'Ancient Assault Squad', 'Vitamin Beesports']",25,True,3400.0,0.25
1k subhuman,3546.96,"['Good Time Squad', 'Blink Squad', 'Pizzadog.JV', 'Force Squad', 'The Bathtub Club', 'Vitamin Beesports']",55,True,3100.0,0.55
"Don't Bully me, I'll Cum",3211.0,"['LoveLess', 'Good Time Squad', 'Force Squad']",35,True,3100.0,0.35
